1h;4h;7h;10h;13h;16h;19h;22h
0;0.433333333;0.888888889;0.483333333;0.9;0.144444444;0.977777778;1
0.331125828;0.516556291;0.529801325;0.867549669;0.357615894;0.350993377;1;0.867549669
0.844217394;0.835785068;0.952175786;0.609097064;0.567981781;0.501446421;0.900473934;1
0.73559322;0.531073446;0.473446328;0.738983051;0.405649718;0.505084746;0.595480226;1
0.691869919;0.763414634;0.892682927;0.21300813;0.262601626;0.854471545;1;0.759349593
0;0;0.273972603;1;0.739726027;0.356164384;0.342465753;0.671232877
0.375407697;0.216894977;0.175799087;0.170580561;0.345401174;0.120026093;0.491193738;1
1;0.432750624;0.384587941;0.368176953;0.307527649;0.665715305;0.590795576;0.602568676
1;0.88309286;0.731039586;0.564557899;0.571217166;0.729189789;0.98409175;0.685534591
1;0.497729337;0.61671208;0.633969119;0.358764759;0.262488647;0.797456857;0.49137148
0.646099291;0.621702128;0.48141844;0.680141844;0.514468085;0.536737589;0.583687943;1
0.757575758;0.590909091;0;0;0.272727273;0.393939394;0;1
0.337837838;0;0.540540541;0.493243243;0.243243243;0.175675676;0.675675676;1
0.166481687;0.869034406;0.309655938;1;0.498335183;0.466148724;0.446170921;0.800221976
0.175936768;0.080210773;0.31557377;0.421252927;0.667447307;1;0.345140515;0.230386417
1;0.579896907;0.50193299;0.430412371;0.324097938;0.304768041;0.679123711;0.528350515
0.897148676;0.537983707;0.376069246;0.372912424;0.250509165;0.880448065;0.868839104;1
1;0.26;0.133333333;0.1;0;0;0.5;0.106666667
1;0.714161599;0.485664639;0.631624674;0.468288445;0.456993918;0.589052997;0.470026064
0;0;1;0.375;0.45;0.65;0.625;0.4
0.615311909;0.776937618;1;0.824196597;0.526465028;0.744801512;0.877126654;0.836483932
1;0.841781874;0.307219662;0.379416283;0.357910906;0.565284178;0.577572965;0.528417819
0.345423143;0.607944732;1;0.502590674;0.495682211;0.499136442;0.694300518;0.452504318
0;0.672413793;0;1;0;0.913793103;0.862068966;0.568965517
0.278164117;0.76216968;1;0.504867872;0.52433936;0.54798331;0.732962448;0.684283727
0.844246032;0.640542328;0.735945767;0.422949735;0.549107143;0.543154762;1;0.639715608
0.974452555;1;0.680048662;0.283454988;0.349148418;0.639902676;0.671532847;0.439172749
0.284090909;1;0.340909091;0.042613636;0.102272727;0;0.284090909;0.605113636
0.563394683;1;0.59202454;0.59406953;0.826175869;0.376278119;0.384458078;0.872188139
0.697735192;0.545296167;0.382404181;0.228222997;0.359756098;0.389372822;0.786585366;1
1;0.928838951;0.922596754;0.416978777;0.380774032;0.360799001;0.782771536;0.655430712
0.65060241;0.756816741;1;0.912175016;0.614774889;0.691502854;0.715916297;0.629042486
1;0.762485672;0.625921074;0.364090388;0.564434256;0.46258392;0.692402161;0.405354511
0.933294495;0.763763472;1;0.829595106;0.444509176;0.512962424;0.840664142;0.802213807
0.909090909;0.531818182;1;0.2;0.245454545;0.718181818;0.340909091;0.522727273
0.972284733;0.723084212;0.222195902;1;0.391211655;0.831102689;0.401279166;0.565083501
1;0;0.8;0.44;0.54;0.53;1;0.49
0.905496289;0.980171614;0.800904453;0.909902597;0.570384972;0.67648423;0.80020872;1
0.826534577;0.554972805;0.407148407;0.431818182;0.247668998;0.377816628;0.477661228;1
0;0.582089552;0.497512438;0.36318408;0.626865672;0.651741294;1;0.328358209
0;0;0;0;0;0;0;0
0.93810335;1;0.65758092;0.387847814;0.316297558;0.432708688;0.584327087;0.512208972
0.729927007;1;0.655109489;0.052919708;0.131386861;0.239051095;0.321167883;0.239051095
0.533546326;1;0.212992545;0.572949947;0.057507987;0.727369542;0.240681576;0.384451544
1;0.784;0.88;0.756;0.72;0.84;0.904;0.524
1;0.166904422;0.512125535;0.310984308;0.154065621;0.487874465;0.609129815;0.443651926
0;0.722222222;0.37037037;0;1;0;0.462962963;0
0.182481752;1;0.437956204;0.266423358;0.328467153;0.47810219;0.273722628;0.299270073
0.952544704;0.502292526;0.50343879;0.323246217;0.670793214;1;0.258826227;0.25561669
0;0;0;0;1;0;0;0
0.961575408;0.939961575;0.585014409;0.488472622;0.301633045;0.416426513;0.602785783;1
0.789559543;1;0.57531267;0.584556824;0.517672648;0.700380642;0.395867319;0.686242523
0.373363775;0.500304414;0.428462709;0.440182648;0.349771689;1;0.584322679;0.940791476
0;0;0.273972603;1;0;0.356164384;0.342465753;0.452054795
0.486072067;0.530028111;1;0.646307181;0.692818809;0.450038334;0.673396371;0.808586762
0.806263982;0.717822521;0.857419836;0.1950783;0.38284862;0.207755406;0.748545861;1
0;0;0.229885057;1;0;0.298850575;0.287356322;0.379310345
0.28340081;0.31659919;0.565991903;1;0.305263158;0.893927126;0.365991903;0.384615385
1;0.345724907;0.194702602;0.209107807;0.150092937;0.378717472;0.407992565;0.49535316
0.548357664;1;0.546532847;0.158759124;0.393248175;0.383211679;0.549270073;0.493613139
0.731408092;0.698531946;0.459507892;0.238403749;0.419463781;0.391205459;0.866496657;1
0;0.78;0.8;0.3;0.36;0.52;1;0.32
0.469483568;0.672926448;1;0.295774648;0.253521127;0.492957746;0.707355243;0.153364632
0.507614213;0.796954315;0;0;0.274111675;0;0.38071066;1
0.591382905;0.706740792;0.888116748;1;0.723419041;0.767199444;0.732453092;0.820013899
0.86835443;0.972339428;0.583966245;0.628129395;0.668260666;0.428785748;1;0.833192686
0.830733488;1;0.635911052;0.853634252;0.857948888;0.889478925;0.758048457;0.576833721
1;0.296986607;0.133705357;0.14921875;0.078125;0.545535714;0.621763393;0.682477679
0.423598914;0.499920166;0.39517803;0.127574645;0.335462239;0.167810953;0.476768322;1
0.606516291;0.670008354;0.934001671;0.825396825;0.98245614;0.735588972;0.890977444;1
0.763220581;0.820390662;0.523106241;0.491662697;0.727012863;0.82610767;0.968556455;1
0.510204082;1;0.306122449;0.591836735;0.091836735;0.132653061;0.12755102;0.5
1;0.70259481;0.239520958;0.289421158;0.143712575;0.105788423;0.401197605;0.425149701
1;0.749167592;0.360155383;0.358768036;0.179245283;0.532186459;0.598779134;0.705049945
0.142450142;0.333333333;0.056980057;0.082621083;0.663817664;0.225071225;1;0.561253561
0.899723487;0.884759271;0.694860117;0.913549122;0.979749512;0.71169486;0.855156148;1
0.836695485;1;0.701825168;0.611335255;0.800192123;0.833045149;0.848607109;0.535446686
0.958070461;1;0.559651237;0.732934004;0.699971645;0.984511236;0.753349401;0.704862834
1;0.839807621;0.524232334;0.295597484;0.624491306;0.476507584;0.612652608;0.546059933
0.470266041;0.428794992;1;0.477308294;0.421752739;0.267605634;0.687010955;0.435837246
1;0.959364359;0.620885358;0.564131669;0.321906924;0.757548241;0.814755959;0.748013621
0.501059821;0.700423928;0.413683467;0.176283561;0.367875648;0.266132831;0.874705605;1
0;0;0;0;1;0;0;0
0;0;0;0;0.692307692;1;0;0
0.767263427;1;0.664961637;0.595907928;0.595907928;0.404092072;0.89769821;0.754475703
0.712660028;0.445234708;0.227596017;0.268847795;0.664295875;0.3371266;1;0.489331437
0.510204082;1;0.102040816;0.37244898;0.183673469;0.806122449;0.255102041;0.25
1;0.240913187;0.131871433;0.122258937;0.091619105;0.375037549;0.588014419;0.800240312
0.473158552;0.5443196;0.715534154;0.945960407;0.861244872;0.501515962;0.644551454;1
0.830307106;0.728087873;0.818874692;1;0.639991033;0.971979377;0.967496077;0.944407084
0.679347826;0.532608696;0.27173913;0.277173913;0.14673913;1;0.339673913;0.3125
0.752209782;0.795521509;1;0.231290513;0.179728933;0.14702416;0.495285798;0.405715969
0.592012289;0.468817204;0.634715822;1;0.537788018;0.484485407;0.385407066;0.785714286
0;0;0;0.6;0;0;1;0.64
0.838574423;0.329140461;0.503144654;0.396226415;0.601677149;0.385744235;1;0.482180294
0;0;0;0;1;0;0;0.916666667
0.468933177;0.412661196;0.070339977;0.443141852;0.252051583;0.461899179;1;0.807737397
0.911370663;0.940913775;0.836482308;0.559257987;0.38852628;0.541738234;1;0.91789763
1;0.378090716;0.189618471;0.2164729;0.055837563;0.632552808;0.616341903;0.622891764
0.142045455;1;0.397727273;0.661931818;0.559659091;0.372159091;0.784090909;0.278409091
1;0.541122214;0.475787855;0.39123751;0.192928517;0.545734051;0.57878555;0.680245965
0.734965035;0.273426573;0.767832168;0.325174825;0.376923077;0.422377622;1;0.412587413
0.274725275;0.322802198;0.438186813;0.739010989;0.394230769;0.46978022;1;0.585164835
0;0;0.4;0.29;0.18;0.26;1;0.16
0.455235205;0.297420334;1;0.330804249;0.191198786;0.198786039;0.570561457;0.447647951
0.684720639;0.847776511;0.796465222;0.497149373;0.368301026;0.359749145;0.87286203;1
0.9571949;0.819672131;0.418032787;0.476320583;0.571948998;0.646630237;0.95992714;1
0.475332068;0.370967742;0.227703985;0.151802657;0.186907021;0.324478178;1;0.202087287
0.337186898;0.490366089;1;0.420038536;0.795761079;0.253371869;0.459537572;0.489402697
0.377693966;0.738146552;1;0.665409483;0.919181034;0.481142241;0.486530172;0.883081897
0.348837209;1;0.648837209;0.237209302;0.418604651;0.304651163;0.290697674;0.495348837
0.827292111;0.688166311;1;0.650852878;0.813432836;0.546375267;0.775586354;0.847547974
0;0.211956522;0.652173913;0.554347826;0.684782609;1;0.679347826;0.532608696
0.453955901;0.507133593;0.569390402;0.282749676;0.767833982;0.272373541;0.5538262;1
0;1;0;0;0.461538462;0;0;0.846153846
1;0.577758471;0.537793223;0.442224153;0.264986968;0.981754996;0.566463944;0.227628149
1;0.812220102;0.59624596;0.517231979;0.515284863;0.668250321;0.686008022;0.617391643
0.370517928;0.178144565;1;0.454752419;0.336937962;0.224245874;0.37108708;0.289129197
0.192307692;0.45;1;0.280769231;0.553846154;0.607692308;0.580769231;0.819230769
0.49020979;0.52027972;0.460839161;0.63986014;0.38951049;0.734965035;1;0.837062937
1;0.938137228;0.852576467;0.844860843;0.702535134;0.763984569;0.822816203;0.860567649
1;0.420890937;0.153609831;0.023041475;0.165898618;0.242703533;0.539170507;0.251920123
0.570754717;1;0.164701258;0.291273585;0.105738994;0.413128931;0.483490566;0.554245283
0.173913043;0.273043478;0.173913043;0.27826087;1;0.274782609;0.610434783;0.342608696
0.307259714;0.5;1;0.401329243;0.578220859;0.282208589;0.461656442;0.410531697
0.348262548;0.513513514;0.323552124;0.269498069;0.693436293;0.365250965;0.891119691;1
0.68379961;0.916720885;1;0.444372154;0.735849057;0.478854912;0.685751464;0.746909564
0.717928287;0.748207171;0.222310757;0.347410359;0.429482072;0.733067729;1;0.744223108
0.836053131;0.816698292;1;0.446679317;0.565464896;0.229222011;0.714231499;0.752941176
0.315789474;0.741052632;0.421052632;0.795789474;0.755789474;0.663157895;0.528421053;1
1;0.62841102;0.333594464;0.280846063;0.471210341;0.583235409;0.832223528;0.530878705
0.694144838;0.964560863;1;0.985362096;0.719568567;0.607087827;0.67642527;0.997688752
0.941102757;0.735588972;1;0.510025063;0.090225564;0.131578947;0.408521303;0.472431078
0.564182843;0.465873513;1;0.600500939;0.584846587;0.296180338;0.565435191;0.420788979
0.495609133;0.437330353;0.656554367;1;0.547501198;0.474213636;0.633083187;0.845441482
0.284607438;0.384297521;1;0.615702479;0.417355372;0.244318182;0.492768595;0.321797521
0;0;0;0;0.339622642;1;0.943396226;0.301886792
0.211613533;0.846616786;1;0.359303839;0.642485361;0.089785296;0.620364346;0.831977879
0.81283836;0.514307811;0.648105182;1;0.832946636;0.690641918;0.815158546;0.634184068
0.971955285;0.974700922;0.634242008;0.780937439;0.683075113;0.716414983;0.900568739;1
0.581290323;0.732258065;0.734193548;0.552903226;0.486451613;1;0.615483871;0.698064516
1;0.448571429;0.171428571;0.54;0.205714286;0.9;0.717142857;0.468571429
0.930379422;0.956358782;0.727678801;0.82368948;0.617600246;0.632797659;0.788519793;1
1;0.749852775;0.765934315;0.658935447;0.509943375;0.779750849;0.812819932;0.672887882
0.96440367;0.753944954;1;0.885321101;0.737981651;0.959633028;0.72293578;0.959633028
0.604972376;1;0.785911602;0.943370166;0.55801105;0.807665746;0.675759669;0.617058011
1;0.625832224;0.239680426;0.850865513;0.310252996;0.595206391;0.701731025;0.306258322
0;0;0.4;0;0;0;1;0
1;0.391014975;0.663893511;0.289517471;0.59733777;0.306156406;0.793677205;0.900166389
0;0;0.731707317;0.182926829;0.87804878;0.963414634;0.609756098;1
0.678195489;1;0.539849624;0.415037594;0.485714286;0.196992481;0.942857143;0.542857143
0.80740038;0.760910816;0.60626186;0.372390892;0.417457306;0.685483871;1;0.373339658
0.898203593;0.116766467;0.538922156;1;0.643712575;0.550898204;0.526946108;0.538922156
0;0;0.24691358;0.358024691;1;0.975308642;0.771604938;0.50617284
1;0.746594005;0.72479564;0.290644868;0.391462307;0.763851045;0.455949137;0.267938238
0;0;0;0.9375;0;0;0;1
0.385164835;0.666483516;0.833516484;0.734615385;0.483516484;0.274175824;0.482417582;1
0.763358779;0.297709924;0;0.114503817;0.13740458;0.603053435;0.954198473;1
0.501789549;0.727988547;1;0.478167502;0.231209735;0.413743737;0.61059413;0.61059413
1;0.156;0.88;0.696;0.072;0.42;0.5;0.392
0.867120954;1;0.991766042;0.697331062;0.295570698;0.425326519;0.691084611;0.851788756
0.385356455;0.075144509;1;0.420038536;0.622350674;0.709055877;0.531791908;0.285163776
0.669025157;1;0.596305031;0.816823899;0.465801887;0.692216981;0.77908805;0.992531447
0.751;0.7435;0.7185;0.8575;0.4935;0.6965;0.615;1
1;0.878429561;0.743163972;0.558452656;0.446143187;0.64817552;0.831062356;0.753464203
0.833333333;0.1625;1;0.183333333;0;0.108333333;0.8375;0.616666667
0.625883632;1;0.44480696;0.174007613;0.116911365;0.557368135;0.655247417;0.517128874
0.198938992;0.675066313;0.50265252;0.713527851;1;0.522546419;0.698938992;0.5
1;0.581784387;0.473048327;0.513011152;0.525557621;0.927973978;0.862918216;0.975371747
0.853914565;0.890071439;0.596588424;1;0.56801283;0.92724887;0.801282986;0.846187491
0.831417625;1;0.765006386;0.222222222;0.114942529;0.268199234;0.929757344;0.20945083
0.87857345;0.653552222;1;0.641664308;0.259269742;0.602604019;0.596660062;0.761109539
0.808071749;0.456502242;0.948878924;0.20896861;0.048430493;0.424215247;0.855605381;1
0.54601227;0.706884799;1;0.520109066;0.336400818;0.403203817;0.564417178;0.720858896
0.476190476;0;0.19047619;0;0.171428571;1;0.238095238;0.933333333
0;0;0.487804878;0;0.219512195;0;0.914634146;1
0.253292806;0.118541033;0.243161094;0.854103343;1;0.71935157;0.99189463;0.298885512
0.832038905;0.840749075;0.878057632;0.574871162;0.457429048;0.597009509;1;0.938883647
0.983453981;0.850051706;0.702171665;0.690796277;0.557394002;0.679420889;0.933815926;1
1;0.299650408;0.076410854;0.050774097;0.164308307;0.310637589;0.534709506;0.979856834
0.963248028;0.730421397;0.6913604;0.911487397;0.746199731;0.687704445;0.738695401;1
0.745934959;0.371273713;0.432926829;0.541327913;0.23102981;0.498644986;0.93495935;1
0.852941176;0.787925697;0.49380805;0.405572755;1;0.244582043;0.660990712;0.507739938
0.825934001;0.983054207;0.351104945;0.317510653;0.183232583;0.253889605;0.790803686;1
0.817623258;0.574704031;0.230331185;0.37449423;0.564963285;0.492282332;0.91383186;1
0.773170732;0.7;0.535772358;0.189430894;0.642276423;0.405691057;1;0.906504065
0.691206544;0.66002045;1;0.653885481;0.559815951;0.644683027;0.346625767;0.536298569
0.77538036;0.784785615;0.665421853;0.29142462;0.268188105;0.454356846;0.957952974;1
0.740646798;0.73620799;1;0.491439442;0.333967449;0.372225745;0.795603466;0.769393363
0.930232558;1;0.695348837;0.169767442;0.16744186;0.611627907;0.290697674;0.190697674
1;0.94;0.16;0.06;0.216;0.524;0.904;0.92
0.714285714;0.933333333;0.666666667;0.20952381;0.171428571;1;0.838095238;0.076190476
0.779507134;0.91309987;0.854734112;0.753566796;0.559014267;0.885862516;0.748378729;1
0.615137551;1;0.906018712;0.844155844;0.910068426;0.777963972;0.904063678;0.966205837
0.763358779;0.893129771;0.305343511;1;0.27480916;0.198473282;0.190839695;0.374045802
0.968253968;0.912202381;1;0.634424603;0.712301587;0.469246032;0.78422619;0.740079365
0.86969697;1;0.423434343;0.500505051;0.186767677;0.334444444;0.504444444;0.683939394
0.543478261;0.992753623;0.614130435;0.394927536;0.097826087;0.380434783;1;0.326086957
1;0.977111943;0.980441115;0.199750312;0.029962547;0.360799001;0.46982938;0.484394507
1;0.877684836;0.657505285;0.591751693;0.438980298;0.64656678;0.738149953;0.79317952
0.874731183;0.883602151;0.504301075;1;0.627419355;0.805376344;0.809408602;0.982795699
0.412613355;0.629018961;0.847485573;0.712695796;0.399422918;0.248969497;0.527617477;1
0;0.85326087;0.434782609;0;0.195652174;1;0.407608696;0.711956522
0.989261168;0.756443299;0.265893471;0.137457045;0.323883162;0.350085911;0.636168385;1
0.798722045;1;0.575079872;0.555910543;0.172523962;0.504792332;0.722044728;0.734824281
0.663129973;0.103448276;0.689655172;0.347480106;0.286472149;0.835543767;0.331564987;1
0.24273021;0.331987076;0.169224556;0.222940226;0.224959612;0.392568659;0.557350565;1
0.835686778;0.653401797;1;0.745827985;0.691912709;0.43902439;0.612323492;0.694480103
0.363091483;1;0.755520505;0.389589905;0.657097792;0.273501577;0.577917981;0.765299685
0.943226601;1;0.444950739;0.275615764;0.181280788;0.237869458;0.767980296;0.877278325
0.527454243;0.108707709;0.23239046;0.08042152;0.029950083;0.029395452;0.529118136;1
0.304878049;0.118902439;0.911585366;0.442073171;0.384146341;0.960365854;0.917682927;1
0.78334377;0.882279274;1;0.69129618;0.449592987;0.592360676;0.565435191;0.636192862
0.739914808;1;0.905286896;0.731896768;0.395890754;0.579553996;0.421197695;0.833876221
0.23006263;0.784133612;1;0.667223382;0.726931106;0.285177453;0.503131524;0.568267223
1;0.39;0.2;0.51;0;0.13;0.375;0.41
0.961583431;1;0.573409053;0.723233673;0.299816269;0.500417571;0.515617171;0.983130115
1;0.439450687;0.52309613;0.144818976;0.179775281;0.29588015;0.313358302;0.245942572
1;0.613409415;0.597717546;0.35235378;0.512125535;0.44935806;0.429386591;0.490727532
0.393313668;1;0.529990167;0.314650934;0.229105211;0.412979351;0.395280236;0.386430678
0.319488818;1;0.935037274;0.402555911;0.478168264;0.476038339;0.347177849;0.279020234
0.479632588;1;0.725638978;0.783546326;0.408546326;0.545926518;0.631389776;0.628594249
0.287356322;0.448275862;0.459770115;1;0.517241379;0.603448276;0.431034483;0.850574713
0.286532951;0.449856734;0.229226361;1;0.667621777;0.979942693;0.719197708;0.424068768
0.3342653;0.364709537;0.753494874;1;0.627524076;0.518328674;0.483379932;0.741068655
0.316455696;0.740506329;0.126582278;0.367088608;0.341772152;1;0.158227848;0.417721519
0.665678143;0.649135814;0.64746768;0.573699087;0.591492517;0.862147259;1;0.667021917
0.493530499;0.771410967;0.245841035;0.805914972;0.375847197;0.615526802;0.556377079;1
1;0.70259481;0.279441118;0.203592814;0.179640719;0.209580838;0.351297405;0.556886228
0.852272727;0.892045455;0.340909091;0.25;0.306818182;0.301136364;1;0.278409091
0.596560847;0.517195767;0.395502646;1;0.522486772;0.625661376;0.431216931;0.694444444
0.696201786;0.833691841;0.581724961;0.813153785;0.543831217;0.918378171;0.91911483;1
1;0.097378277;0.149812734;0.217228464;0.134831461;0.754057428;0.846441948;0.634207241
0.427350427;1;0.512820513;0.623931624;0;0.452991453;0.213675214;0.282051282
0.687566201;0.565585813;0.702531862;1;0.456999351;0.50551816;0.715959955;0.728807189
0.658958113;1;0.33375572;0.69563534;0.351988736;0.349665611;0.584758888;0.71499472
0.92936803;0.144981413;0.29739777;0.973977695;1;0.197026022;0.933085502;0.486988848
1;0.831829897;0.50193299;0.477448454;0.567010309;0.490979381;0.856958763;0.739690722
0;0;0.4;0;0.36;0;1;0
0.925552354;0.95845341;0.527377522;0.844620557;0.461335255;0.599663785;0.903938521;1
0.833333333;0;1;0;0;0;0.416666667;0
0.536846909;1;0.888204426;0.474104495;0.696326717;0.935432352;0.503764545;0.819073694
0.701402806;0.156312625;0.280561122;0.406813627;0.180360721;1;0.250501002;0.26252505
0.746688742;0.518211921;0.660596026;0.938741722;0.65397351;1;0.332781457;0.733443709
0.164744646;0.644151565;0.558484349;0.263591433;0.354200988;0.042833608;0.537067545;1
0.980414102;0.470900951;0.5193061;0.406547286;0.492165641;0.507274762;0.470341354;1
0.666666667;0.955555556;0.533333333;1;0.557777778;0.875555556;0.613333333;0.873333333
0.859911894;1;0.852863436;0.3969163;0.711894273;0.289427313;0.75154185;0.714977974
0.27214043;0.270328426;0.37984145;0.42785957;0.337485844;1;0.238731597;0.302604757
0.274702653;0.698078683;1;0.820905764;0.464089661;0.348581885;0.573879231;0.757548033
0.381679389;0.297709924;0.305343511;0.778625954;0.13740458;1;0.954198473;0.374045802
0.856684492;0.655614973;0.768627451;1;0.767914439;0.608912656;0.787165775;0.771479501
0.416666667;0.1625;1;0.604166667;0.225;0.220833333;0.416666667;0.341666667
0;0.78;1;0.15;0.36;0.26;0.5;0.82
0.603896104;0.544526902;1;0.930426716;0.483302412;0.38961039;0.419294991;0.563079777
0.709635075;0.801347685;0.897873458;0.644788658;0.537323882;0.358799335;0.608296141;1
0.518134715;0.203367876;0.387305699;0.639896373;1;0.374352332;0.487046632;0.46761658
0.18115942;0.423913043;0.507246377;0.15942029;0.652173913;0.572463768;1;0.713768116
1;0.653333333;0.866666667;0.483333333;0.896666667;0.176666667;0.67;0.873333333
0;0.624;0.48;0.464;0.72;0.424;1;0.656
0;1;0;0;0;0;0;0
0.80227449;0.667614371;0.861721375;0.739984492;0.691393125;0.577410184;0.629103127;1
0.963404717;0.700189753;0.27053402;0.130116563;0.272431553;0.655462185;1;0.777717539
0.833333333;0.433333333;0.444444444;0.322222222;0.2;0.727777778;0.416666667;1
0.355319149;0.471631206;0.721985816;0.59787234;0.483687943;0.540425532;0.285106383;1
0.757575758;0;0.303030303;0.666666667;0.818181818;0.393939394;0.378787879;1
0.284090909;0.221590909;0.454545455;0.329545455;0.511363636;0;1;0.840909091
0.745412154;0.644554753;0.391847172;0.805505415;0.41320698;0.428925993;0.660574609;1
1;0.570734341;0.301835853;0.251079914;0.203563715;0.38336933;0.745140389;0.274298056
0.671134942;0.664879357;0.517426273;1;0.369079535;0.258266309;0.35924933;0.556747096
0.995738636;1;0.538352273;0.309659091;0.509943182;0.596590909;0.784090909;0.558238636
0;0.722222222;0;0.277777778;1;0;0.925925926;0.296296296
1;0.846921797;0.996672213;0.74875208;0.836938436;0.830282862;0.835274542;0.900166389
0.468933177;0.321219226;0.373974209;0.391559203;0.294255569;0.893317702;1;0.423212192
0.990110529;0.933391507;0.59220477;0.515706806;0.563990692;0.603839442;1;0.963350785
0;0;0;1;0;0;0.568181818;0.363636364
1;0;0.2;0;0;0.26;0.25;0.49
0.740416947;1;0.738399462;0.420309348;0.168796234;0.406186954;0.978480161;0.760591796
0.833333333;0.325;1;0.366666667;0.15;0.441666667;0.416666667;0.816666667
0;0.52;0.533333333;0.773333333;0;0.346666667;1;0.44
0.364963504;1;0.364963504;0.372262774;0.591240876;0.193430657;0.916058394;0.656934307
0.264550265;0.412698413;0.634920635;1;0.285714286;0.417989418;0.661375661;0.867724868
0.77340824;0.714419476;0.822565543;1;0.840355805;0.922752809;0.857677903;0.867509363
1;0.494216614;0.41955836;0.229232387;0.263932702;0.414300736;0.342797056;0.724500526
1;0.781624501;0.239680426;0.639147803;0.286284953;0.804260985;0.434087883;0.785619174
0;0;0;1;0;0;0;0.363636364
0.47173913;0.453623188;0.94057971;0.442028986;0.897826087;0.933333333;1;0.581884058
0.253807107;0.794416244;0.659898477;0.73857868;0.865482234;1;0.954314721;0.873096447
0.873131094;0.903033586;0.594799567;0.802925244;0.521235103;0.671939328;0.690574215;1
1;0.725975262;0.778782112;0.663653663;0.888201713;0.575166508;0.811607992;0.96717412
0.36976601;1;0.835899015;0.814347291;0.641317734;0.598830049;0.733990148;0.893472906
0.720930233;0.650055371;0.265780731;0.241417497;0.258028793;0.407530454;1;0.599114064
0;0;0;0;0;0;0;0
0.925925926;0;0;0;1;0.981481481;0;0.611111111
1;0.179723502;0.797235023;0.491551459;0.110599078;0.282642089;0.771121352;0.176651306
0.784994401;0.043673012;0.044792833;0.146696529;0.260918253;1;0.197088466;0.238521837
0.507719453;0.293339215;0.915747684;1;0.950154389;0.486987208;0.354212616;0.506396118
0.334075724;0.697104677;0.579064588;0.873051225;1;0.409799555;0.614699332;0.329621381
0.583384997;0.761810291;1;0.891878487;0.970613763;0.469187849;0.594296342;0.703409795
0.75250501;1;0.370240481;0.364228457;0.503507014;0.723947896;0.942885772;0.919839679
0.552421827;0.623543838;0.416309013;0.587982833;0.418148375;0.435315757;1;0.703862661
1;0.684144819;0.24906367;0.2721598;0.493133583;0.574282147;0.406991261;0.838951311
0.835073069;0.490605428;1;0.970772443;0.524008351;0.768267223;0.36743215;0.54697286
0.9375;0.24375;1;0.725;0.7875;0.65625;0.78125;0.5125
0.574712644;0.448275862;0.459770115;1;0;0.298850575;0.574712644;0.379310345
0.454545455;0;1;0.922727273;0.736363636;0.240909091;0.568181818;0.595454545
0.533546326;1;0.382321619;0.201277955;0.115015974;0.5314164;0.18743344;0.453674121
0;0;0;0;0;0;1;0
1;0.508491508;0.21978022;0.944055944;0.340659341;0.446553447;0.526473526;0.753246753
0.747717842;0.649377593;0.273443983;0.361825726;0.543983402;0.338174274;0.63526971;1
0.349631087;0.804623709;0.673585834;0.773438269;0.7241515;0.436891294;0.673979341;1
0;0;0.4;0;0.72;0;1;0.32
0.724398931;0.679430098;0.817675868;0.485307213;0.879341051;0.561665183;1;0.700801425
0.237118822;0.617245005;0.503680336;0.687697161;0.547318612;0.525236593;0.619873817;1
0.662293979;0.890682812;0.687072542;0.56374033;0.720596479;0.421347685;0.807489629;1
0.79318542;0.372424723;0.585578447;0.863708399;0.583201268;0.687004754;0.735340729;1
1;0.861738105;0.676681085;0.946283917;0.693275659;0.944553677;0.90389304;0.76201337
0.752478414;0.463063639;0.35753118;0.413495363;0.361688519;1;0.44931244;0.529581068
0.98589116;0.734638641;0.624186582;0.566541895;0.630693925;0.736999712;1;0.754333429
0.400801603;0.705410822;0.879759519;0.406813627;0.430861723;1;0.653306613;0.559118236
0.302768166;0.203287197;0.190311419;0.779411765;0.310553633;1;0.369377163;0.425605536
0.634057971;0.922101449;0.831521739;0.842391304;0.454710145;1;0.81884058;0.742753623
0.558213716;0.811802233;0.159489633;0.578947368;0.314194577;0.502392344;1;0.915470494
0.416;0.975384615;0.988923077;0.885230769;1;0.646769231;0.942153846;0.524615385
0.23255814;0;0.372093023;0.204651163;1;0.120930233;0.348837209;0.837209302
0.3705074;0.351479915;0.522198732;0.875528541;0.455602537;1;0.583509514;0.350951374
0.290989913;0.421439562;1;0.745426569;0.629167379;0.727816721;0.523508292;0.476491708
0.956972112;0.997609562;0.699601594;0.752988048;0.586454183;0.334661355;1;0.784063745
1;0.654967603;0.452483801;0.423866091;0.125809935;0.652807775;0.406587473;0.654967603
0.757575758;0;0.303030303;0.878787879;0.818181818;0.393939394;0.378787879;1
0.494904943;0.660684411;0.901749049;0.56365019;0.830114068;0.827376426;1;0.633307985
0.631249119;0.99496354;1;0.65664928;0.733721213;0.35328267;0.715548948;0.998846612
1;0.70259481;0.716566866;0.522954092;0.071856287;0.576846307;0.550898204;0.229540918
0.605917956;0.552790854;1;0.547410894;0.706455952;0.362138534;0.641223941;0.942501681
0.417836812;0.697912713;1;0.738899431;0.599620493;0.538519924;0.64743833;0.416698292
0.591773779;0.744473008;0.718251928;0.53059126;0.443187661;1;0.774293059;0.632390746
0.60544672;0.708518848;0.696200653;0.67289997;0.804689819;0.988720689;1;0.682472544
0.693416129;1;0.839105167;0.376005095;0.763235411;0.433086538;0.727171404;0.98670488
